"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000255569",5.88645419675876,5.29886801088176,0.941983013147065,4.56363644660608,5.02751088832084e-06,0.000783028681173425,"TRAV1-1"
"ENSG00000187808",39.3528581289472,3.39248960520871,0.524334679583792,4.56290552268605,5.04505209368957e-06,0.000783028681173425,"SOWAHD"
"ENSG00000246528",11.7331985984842,4.95865735378638,0.868352144976115,4.55881565640086,5.14429005581956e-06,0.000794315508361211,"RP11-159H10.3"
"ENSG00000255624",30.9841728952338,3.30917790141945,0.506785797297978,4.55651660668325,5.20089289509681e-06,0.000798937162423718,"RP11-564D11.3"
"ENSG00000163376",193.595982656933,3.02713393707785,0.445551034980646,4.54972332667998,5.37164969441335e-06,0.000817977872654944,"KBTBD8"
"ENSG00000270107",27.8887444910079,4.89087914460216,0.855247729619287,4.549417683148,5.37945721625852e-06,0.000817977872654944,NA
"ENSG00000253755",3316.44055767631,4.99993992690984,0.881066387498969,4.53988483009122,5.62849637538937e-06,0.000851523277397922,"IGHGP"
"ENSG00000160654",286.129700853742,3.20289533804844,0.486337705938063,4.52955901043994,5.91069246736526e-06,0.00088972257718556,"CD3G"
"ENSG00000171241",117.306319377825,3.03213878596039,0.449323433448008,4.52266370878146,6.10662219213474e-06,0.000914619338826981,"SHCBP1"
"ENSG00000167286",409.843928680367,3.27466064037225,0.503121332198335,4.52109758581168,6.15198180015489e-06,0.000916828929470845,"CD3D"
"ENSG00000143869",49.0776105034299,3.61660887895253,0.579146348815859,4.51804433249477,6.24134184058378e-06,0.000923416314829867,"GDF7"
"ENSG00000128815",1278.03614683807,3.42751248701861,0.5373592445765,4.5174852978137,6.25783715274455e-06,0.000923416314829867,"WDFY4"
"ENSG00000186049",20.2279313774549,4.35006129459274,0.741991839907363,4.51495705803314,6.33295970641795e-06,0.000929920627479165,"KRT73"
"ENSG00000132744",47.571045655863,4.00747336278799,0.66652151951133,4.51219244202792,6.41609327804662e-06,0.000937532068994568,"ACY3"
"ENSG00000100385",982.811930814375,3.08238777046456,0.461984318623332,4.5074858312721,6.56003098278321e-06,0.000953335064716263,"IL2RB"
"ENSG00000078589",214.766031029439,3.75932887111374,0.612288052438558,4.50658617316501,6.58789378722305e-06,0.000953335064716263,"P2RY10"
"ENSG00000169442",1243.99277262829,3.51159610441802,0.558093765964407,4.50031205791716,6.78537754467333e-06,0.000977192232455238,"CD52"
"ENSG00000197471",671.032990981438,3.05501248439114,0.457397896397414,4.49283326525321,7.028181054635e-06,0.0010073165717301,"SPN"
"ENSG00000188822",229.470180547313,3.13551864837193,0.475821628352136,4.48806552944567,7.18728233453953e-06,0.0010252144872911,"CNR2"
"ENSG00000111913",1656.56001482013,2.70842629982684,0.381017919453532,4.48384764232906,7.33090140571242e-06,0.001035835620793,"FAM65B"
"ENSG00000257242",93.5640266350403,3.22667025944123,0.496516229513742,4.48458706298865,7.30552731213007e-06,0.001035835620793,"LINC01619"
"ENSG00000096996",306.164669504699,3.26879383135409,0.507013357539294,4.47482062872132,7.64754865576686e-06,0.00107550384968778,"IL12RB1"
"ENSG00000160683",23.629196396836,4.81748677950543,0.854527854186445,4.46736377381154,7.91894063642222e-06,0.00110846666712162,"CXCR5"
"ENSG00000182866",1354.28955935094,3.26784606936139,0.507883925991523,4.46528419841987,7.99625357936592e-06,0.00110892488874957,"LCK"
"ENSG00000147168",1765.25593176568,3.21769125413393,0.496636514017387,4.46542127197738,7.99113542389695e-06,0.00110892488874957,"IL2RG"
"ENSG00000247774",465.732899406113,3.01819624139755,0.452779422760772,4.45734973796252,8.29791630841658e-06,0.00114545660377244,"PCED1B-AS1"
"ENSG00000015133",2487.25587277588,2.59817321179862,0.358782208634015,4.45443830083804,8.41131126605665e-06,0.00115578361915012,"CCDC88C"
"ENSG00000253686",26.4518035257406,3.39307202197387,0.537617687080755,4.45125240385629,8.53709262814576e-06,0.00116771054646624,"LINC01484"
"ENSG00000102962",105.218980023519,4.04403793833191,0.684040173963879,4.45008649227765,8.583571333328e-06,0.00116873126949927,"CCL22"
"ENSG00000168918",3620.76463009733,2.50191536625225,0.338883006571421,4.43195833703074,9.33810642005325e-06,0.00126571483173165,"INPP5D"
"ENSG00000220008",149.870048359232,3.6697666925447,0.602577484862338,4.4305782403314,9.39807405084644e-06,0.00126810499186083,"LINGO3"
"ENSG00000182010",322.667105923382,3.10745109054403,0.476271385051672,4.42489546231166,9.64889958850843e-06,0.00129611115324561,"RTKN2"
"ENSG00000269220",150.205574780149,2.87032659152132,0.424082922074358,4.41028509795398,1.03234612566775e-05,0.00138053250867756,"LINC00528"
"ENSG00000116852",1364.61879175488,2.86518203786863,0.423269660476961,4.40660461174292,1.05003607004497e-05,0.00139705470838632,"KIF21B"
"ENSG00000211639",156.751938142317,5.94917993273851,1.12333743516421,4.40578207207617,1.05402892370325e-05,0.00139705470838632,"IGLV4-60"
"ENSG00000270164",270.074621193148,3.09295801918579,0.475739253247093,4.39938055331904,1.08560310252564e-05,0.00143256568000685,"LINC01480"
"ENSG00000168081",79.1359512934333,4.55173293718076,0.808864456755185,4.39101125969706,1.12824697234473e-05,0.00148168110963237,"PNOC"
"ENSG00000229164",1860.76840187445,3.20787175058006,0.502914672849009,4.39015178871691,1.13271565383346e-05,0.00148168110963237,NA
"ENSG00000156970",142.811276115767,2.84940577640694,0.42169637657704,4.3856335485232,1.15648676872412e-05,0.00149544809396936,"BUB1B"
"ENSG00000267121",874.920394078304,3.05241082305526,0.468019753586367,4.38530811430061,1.15821718511398e-05,0.00149544809396936,"CTD-2020K17.1"
"ENSG00000225783",2453.77042610775,3.06076580543536,0.469904844114083,4.38549598125669,1.1572179474915e-05,0.00149544809396936,"MIAT"
"ENSG00000117009",82.3590568983246,2.9158598108253,0.437201586653638,4.38209711334623,1.17542391100349e-05,0.00150472989830122,"KMO"
"ENSG00000160505",19.6455798926315,6.19926635730547,1.18648047002534,4.38209181580074,1.17545249942409e-05,0.00150472989830122,"NLRP4"
"ENSG00000117560",72.6894075668308,3.27272290887272,0.51895100416211,4.37945565312513,1.18976129539745e-05,0.00151656594058002,"FASLG"
"ENSG00000082293",72.0073110513633,4.31117788613823,0.756671995765529,4.37597519753364,1.2089076111877e-05,0.00153444184292914,"COL19A1"
"ENSG00000211799",21.9776536905214,3.63536045503954,0.602373185592767,4.37496309276483,1.21453025430374e-05,0.0015350739986358,"TRAV19"
"ENSG00000161405",235.662237829428,3.78896702059846,0.637631543061895,4.3739476990205,1.22019624267379e-05,0.00153575539702914,"IKZF3"
"ENSG00000198851",1476.43436737053,3.03455722427094,0.465251576267435,4.37302596714135,1.22536142453999e-05,0.00153580340887428,"CD3E"
"ENSG00000011590",146.731569879988,2.75054861273706,0.401123912789114,4.3641093361028,1.27641729571004e-05,0.00159312833720809,"ZBTB32"
"ENSG00000134516",1926.54826361027,2.98134042169696,0.454347971454324,4.3608435520354,1.29561981800062e-05,0.00161038554556883,"DOCK2"
"ENSG00000020633",1012.56766878027,2.92640178274746,0.442058316702993,4.35780011360302,1.31376283192937e-05,0.00162618866241505,"RUNX3"
"ENSG00000273445",36.9134803400169,3.94352640875245,0.676454365700732,4.35140426021685,1.35268385320351e-05,0.00166747509558482,"RP11-1399P15.1"
"ENSG00000066294",1333.86458605995,3.19105938066246,0.503907270291543,4.34814004448634,1.37296927943295e-05,0.00168032685612271,"CD84"
"ENSG00000187621",66.6421385666602,4.85609324640738,0.886881680921965,4.34792298607267,1.37432842513792e-05,0.00168032685612271,"TCL6"
"ENSG00000110777",2340.16478600003,4.24663936268638,0.747136168409423,4.34544531500616,1.38993396810989e-05,0.00169249886238747,"POU2AF1"
"ENSG00000198821",811.776221237791,2.88688403650448,0.435572799652175,4.33196020966241,1.47787654806877e-05,0.00179229927114979,"CD247"
"ENSG00000117091",706.55707628675,3.30989992253308,0.533404977635797,4.33048062800466,1.48784235531099e-05,0.00179710958682825,"CD48"
"ENSG00000229191",6.99029903368347,4.75735585485304,0.868112498902277,4.32819002099865,1.50339736364155e-05,0.00180137072111531,"RP11-168O16.1"
"ENSG00000163600",201.111486247503,3.30880335751055,0.533433874779046,4.32819036561352,1.50339501181774e-05,0.00180137072111531,"ICOS"
"ENSG00000248996",43.1832824689091,3.13006605192053,0.492256642298708,4.3271453727342,1.51054271017917e-05,0.00180272138977757,"RP11-1334A24.6"
"ENSG00000228427",32.2687876098946,3.74284754253027,0.634233889832914,4.32466253617078,1.52765535806646e-05,0.00181590937503496,"RP5-1091N2.9"
"ENSG00000256574",16.2947139984419,3.70152281717034,0.625279543582001,4.32050407677547,1.55673180032737e-05,0.0018373370155952,"OR13A1"
"ENSG00000130487",166.551184015738,3.71212051778884,0.627757485682251,4.32033162430757,1.55794892993217e-05,0.0018373370155952,"KLHDC7B"
"ENSG00000104972",659.080758870882,3.23889028739738,0.519376613918215,4.31072602693261,1.62719409550788e-05,0.00191147447572309,"LILRB1"
"ENSG00000272053",36.4157362248626,3.12387033079741,0.493678296374447,4.30213429756792,1.69160724159476e-05,0.00197937870788949,"RP11-367G6.3"
"ENSG00000174946",258.734123555221,3.13103528881659,0.497173999682381,4.28629672947097,1.81676284397196e-05,0.00211755373506537,"GPR171"
"ENSG00000237638",9.38925006992897,4.7995511499395,0.887317850146627,4.2820632418379,1.85168334748729e-05,0.00214989049123961,"AC007386.2"
"ENSG00000015285",1081.68582818494,2.81281474313897,0.424134028797547,4.27415538498158,1.91863202707458e-05,0.00221902016876522,"WAS"
"ENSG00000086730",932.781344745348,2.89005537671046,0.442877868568327,4.26766725287123,1.97527666237314e-05,0.00227334791408984,"LAT2"
"ENSG00000258352",26.2370740620601,3.22394785526734,0.521191449364174,4.2670459348104,1.98078386104974e-05,0.00227334791408984,"RP11-23J18.1"
"ENSG00000188389",530.442465518709,3.06029998923638,0.483113507855495,4.26462923461176,2.00234421586825e-05,0.00228932141169211,"PDCD1"
"ENSG00000255760",84.3402670421614,5.90425686703169,1.1508933261353,4.2612610184301,2.03276648675976e-05,0.0023064969738973,"RP11-428G5.5"
"ENSG00000182502",14.7316112721155,4.04781246183022,0.715162836894674,4.26170419461979,2.02873865026729e-05,0.0023064969738973,NA
"ENSG00000188886",10.5232278928614,4.38375953853986,0.794654314251069,4.25815285698024,2.06122993635399e-05,0.00232996765069751,"ASTL"
"ENSG00000226571",15.6933171467761,4.46077941014004,0.812964971419581,4.25698465715798,2.0720256932408e-05,0.0023333657759785,"RP11-445F6.2"
"ENSG00000138964",2245.48796179926,2.98989939336912,0.467570678455454,4.25582587843712,2.08278755743307e-05,0.00233670042258081,"PARVG"
"ENSG00000117090",357.909650365428,3.11815141433149,0.49856814789889,4.24846918772888,2.15236243221906e-05,0.00240195012118238,"SLAMF1"
"ENSG00000230006",835.516958270264,3.74882581382933,0.647203812646243,4.24723365363086,2.16426218583054e-05,0.00240195012118238,"ANKRD36BP2"
"ENSG00000236946",26.7792368677297,6.15594820960852,1.2139763662437,4.24715699001794,2.16500261298362e-05,0.00240195012118238,"HNRNPA1P70"
"ENSG00000007129",133.375764794458,2.54805041590185,0.364840424571491,4.24308906481526,2.20463886603816e-05,0.0024368987908551,"CEACAM21"
"ENSG00000171848",220.231386274752,3.40726613313981,0.567455369019777,4.24221227706087,2.213271951511e-05,0.00243744710689383,"RRM2"
"ENSG00000125354",3162.10400168235,2.32375060515618,0.312337781203479,4.23820198778255,2.25317012737673e-05,0.00247229711229194,"SEPT6"
"ENSG00000249096",129.969191451241,3.44929074569812,0.578684477311136,4.23251502628647,2.31092468082039e-05,0.00252166230816633,"RP11-290F5.1"
"ENSG00000198796",142.653807896546,5.17265610942517,0.985949564933886,4.23211922579932,2.31499627690116e-05,0.00252166230816633,"ALPK2"
"ENSG00000225079",30.7382897100953,3.15201763129579,0.508786149360153,4.22970954300183,2.33993233959738e-05,0.00252249680859367,"FTH1P22"
"ENSG00000237914",24.5502824111617,4.00313591740226,0.709989812037144,4.22982959260427,2.3386840072279e-05,0.00252249680859367,"SIRPG-AS1"
"ENSG00000128340",892.149534167441,3.2118195433523,0.522937676186715,4.22960449031133,2.34102524716755e-05,0.00252249680859367,"RAC2"
"ENSG00000179253",5.90508783988718,4.94710861871348,0.9337932770704,4.22696191505768,2.36867739816981e-05,0.00254314449685221,"RP11-429E11.3"
"ENSG00000266088",111.484131474106,3.98675750127691,0.707447394129199,4.22187928892342,2.42273853755514e-05,0.0025918976033023,"RP5-1028K7.2"
"ENSG00000129173",44.9784495093346,3.39817603980686,0.569134193381675,4.21372686388319,2.51191031965514e-05,0.00267773215748291,"E2F8"
"ENSG00000251002",14.4871691398462,3.60350842857479,0.618208323717279,4.21137718256514,2.53818538490079e-05,0.00269614692215259,"AE000661.37"
"ENSG00000253823",2.69473617334128,5.54986448025358,1.08406658175769,4.19703416452195,2.70433150575791e-05,0.00286248234116531,"IGLV1-62"
"ENSG00000244620",12.0363348025074,4.80149267332568,0.906554588508721,4.19334116391063,2.74875564852217e-05,0.00289925969899583,"AL122127.25"
"ENSG00000258525",6.78260833054172,4.05843959889694,0.729689785793897,4.1914244360285,2.77208516552847e-05,0.00291360740818966,"RP11-829H16.3"
"ENSG00000235532",86.993288270546,4.97149599257519,0.947888132718028,4.18983617949419,2.79155919118798e-05,0.00292381662839286,"LINC00402"
"ENSG00000271680",44.3109778594351,4.23260332149519,0.772315302314952,4.18560050772751,2.84413183735975e-05,0.00296850066857531,"RP11-564A8.8"
"ENSG00000213654",1839.0757789755,2.46833534005635,0.35104952139132,4.18270144404946,2.88065578019623e-05,0.00299618207971451,"GPSM3"
"ENSG00000213231",8.83075820494746,5.95498930598869,1.19033417518233,4.16268759588433,3.14523551409905e-05,0.00326005293511547,"TCL1B"
"ENSG00000091490",3628.51753483815,2.1832338718305,0.284508645847816,4.158867890656,3.19828799178042e-05,0.00328621595854734,"SEL1L3"
"ENSG00000172575",418.52736942575,2.76081331108774,0.423385858241713,4.15888551025358,3.19804132997515e-05,0.00328621595854734,"RASGRP1"
"ENSG00000261416",37.5301305642252,3.7935077317506,0.671757883447492,4.15850383089543,3.20338861590994e-05,0.00328621595854734,"RP11-455F5.5"
"ENSG00000196090",54.5260111914963,2.88347806639946,0.453521003652609,4.15301177063494,3.28127853774325e-05,0.00335463135147096,"PTPRT"
"ENSG00000122986",375.918394077139,2.23876382944917,0.298479314038455,4.15025018882741,3.32112059262891e-05,0.00338381521606119,"HVCN1"
"ENSG00000162594",3.75067968009575,5.2782641517677,1.03122144731579,4.14873465142117,3.34318050610852e-05,0.00339474481560951,"IL23R"
"ENSG00000140030",139.427616988578,2.6716456409532,0.403116303721274,4.14680732464004,3.37143545123559e-05,0.00341186989668115,"GPR65"
"ENSG00000106952",216.698039538689,3.3219267038484,0.560690008939983,4.14119507540029,3.45500957413156e-05,0.00348467379774784,"TNFSF8"
"ENSG00000120659",42.3397043115831,5.3616719176213,1.05368579414668,4.13944265154831,3.48150616081059e-05,0.00349961466600943,"TNFSF11"
"ENSG00000227039",1086.68090002895,3.57887198301716,0.623181950928635,4.13823278927487,3.49991172071467e-05,0.00350634968541832,"ITGB2-AS1"
"ENSG00000232613",18.6672410135298,4.79439869188757,0.919395818836911,4.12705671936567,3.6743579119597e-05,0.00366884637509176,"AC007386.4"
"ENSG00000240143",6.00939313908332,3.91349636397699,0.706479431178979,4.12396488191443,3.72405698931659e-05,0.00370611717989962,"RP4-753P9.3"
"ENSG00000081237",4654.96228381068,2.88650675867196,0.457711438723961,4.12160719411185,3.76238330883976e-05,0.00373186066279123,"PTPRC"
"ENSG00000218018",18.7279129952653,2.48736754437586,0.361255488675881,4.11721784443344,3.83473568240238e-05,0.00379107285037502,"RP4-800J21.3"
"ENSG00000066279",121.787913227958,3.20156159613676,0.534875863522122,4.1160234482065,3.85465107829649e-05,0.00379822608718326,"ASPM"
"ENSG00000229781",15.6360786478798,4.51127388640509,0.854132456751299,4.11092431700846,3.94078366723385e-05,0.00385767465268373,"AC013444.1"
"ENSG00000187912",122.237167657894,5.34237120633417,1.05649337836093,4.11017361327058,3.95361748747757e-05,0.00385767465268373,"CLEC17A"
"ENSG00000160185",285.177995187123,3.10265616896958,0.511393187094894,4.11162334976397,3.92886875800551e-05,0.00385767465268373,"UBASH3A"
"ENSG00000105255",43.1681295373813,3.01094403599248,0.490778398759154,4.09745832554326,4.17711339387626e-05,0.00405489269436963,"FSD1"
"ENSG00000223750",7.46023819441029,5.35941952562599,1.06401461194123,4.09714253610905,4.18281369574434e-05,0.00405489269436963,"SIRPB3P"
"ENSG00000258878",5.77087490033042,5.35955084210352,1.06474070115347,4.09447186284949,4.23131792963025e-05,0.00407553468109563,"CTD-2509G16.3"
"ENSG00000258654",7.76190608925021,3.86967013156688,0.700822993383033,4.09471458365588,4.22688773340372e-05,0.00407553468109563,"RP11-509A17.3"
"ENSG00000257345",4.95986141371707,4.49548514021685,0.854325930750261,4.09151240106588,4.28569023799119e-05,0.00410152878846728,"RP11-511B23.1"
"ENSG00000197549",32.6026213218084,5.70357605622355,1.14956565608958,4.09161149805352,4.28385891566257e-05,0.00410152878846728,"PRAMENP"
"ENSG00000141968",823.219302430357,2.92167116605288,0.469772989815551,4.09063783511137,4.30188453648147e-05,0.00410391564618797,"VAV1"
"ENSG00000164512",113.403539360445,4.30786867888019,0.808882400855267,4.08943089302306,4.32432878697063e-05,0.00411223075599064,"ANKRD55"
"ENSG00000134242",384.531168178199,2.68723386233421,0.412801451186894,4.0872769644657,4.36465943341045e-05,0.00413744852303196,"PTPN22"
"ENSG00000121895",222.339985927427,3.81398621126744,0.688764205053162,4.0855581498319,4.39709860544549e-05,0.00414198392220502,"TMEM156"
"ENSG00000131401",658.196393926387,3.22154888393741,0.543729692814032,4.08575973189904,4.39328234520321e-05,0.00414198392220502,"NAPSB"
"ENSG00000005844",2880.23116560468,3.11710634557981,0.519805956198192,4.0728781968258,4.64357116701727e-05,0.00434825968580161,"ITGAL"
"ENSG00000141524",4266.50702455836,2.29228188362833,0.317295612437736,4.07280098738181,4.64511133185283e-05,0.00434825968580161,"TMC6"
"ENSG00000211792",10.9249363037942,3.67351091847413,0.657207855852865,4.06798381161267,4.74216749749395e-05,0.00442528434228758,"TRAV14DV4"
"ENSG00000257226",5.49817350655439,3.73261597598049,0.671967654424716,4.06658855971264,4.77063610210525e-05,0.00443802498256406,"CTD-2252P21.1"
"ENSG00000167664",35.5830052641314,3.15839487452707,0.530868001751421,4.06578446507639,4.78711630513324e-05,0.00443956869722186,"TMIGD2"
"ENSG00000143167",47.4692229640942,4.07861470917513,0.757949972058238,4.0617650539851,4.87030798197491e-05,0.00450278011111292,"GPA33"
"ENSG00000269553",45.886954739291,3.85114604381274,0.702354210566823,4.05941332865617,4.91961639087677e-05,0.00453437258426811,"U62631.5"
"ENSG00000228495",15.2354674670795,3.76612797438877,0.682169999463233,4.05489537295001,5.01567477383221e-05,0.00460872815491239,"LINC01013"
"ENSG00000112799",197.030689448215,3.15716013679923,0.53215913909136,4.0535997192165,5.04354862432273e-05,0.0046201681664094,"LY86"
"ENSG00000124557",19.78477209459,2.98215988430749,0.48964603348013,4.04814855788662,5.16243773577513e-05,0.00471465921875439,"BTN1A1"
"ENSG00000211772",2866.3697055984,3.15529333261948,0.532580272375217,4.04688916284345,5.19028019449304e-05,0.00472567912541152,"TRBC2"
"ENSG00000108405",245.49676256591,2.79328395990282,0.443813675409993,4.04062348517358,5.33092862424917e-05,0.00483902930119345,"P2RX1"
"ENSG00000230138",13.3421351200514,4.10612134532111,0.768870824417407,4.03984810800267,5.34858286730584e-05,0.00484038670060865,"RP11-117D22.2"
"ENSG00000135898",54.0892520673773,3.27500655692209,0.56377199236554,4.03533092762617,5.45253916056913e-05,0.00487554658372681,"GPR55"
"ENSG00000187510",25.8422762422317,4.3929175182039,0.840625424310215,4.03618237098645,5.43279917290242e-05,0.00487554658372681,"PLEKHG7"
"ENSG00000138623",437.42256988722,2.72693266014568,0.427919597445973,4.03564751521743,5.44519142469096e-05,0.00487554658372681,"SEMA7A"
"ENSG00000180448",6260.81186364641,2.62309849097107,0.40205357688557,4.03702039798797,5.4134363625604e-05,0.00487554658372681,"ARHGAP45"
"ENSG00000240219",430.209493294531,2.43325743529542,0.355464973936366,4.03206374857062,5.52891838556176e-05,0.00492005004401707,"RP11-430C7.5"
"ENSG00000102445",169.672409244456,2.54598770875928,0.383448635516021,4.0317986962681,5.53515895454432e-05,0.00492005004401707,"RUBCNL"
"ENSG00000026559",39.7499665810177,3.25686665446867,0.56026470342451,4.02821495031546,5.62019484255157e-05,0.00498085610972285,"KCNG1"
"ENSG00000124507",91.9141676811096,2.61815954631801,0.402362989973828,4.02164112167291,5.77940658715758e-05,0.00509182718583251,"PACSIN1"
"ENSG00000034063",134.303628844354,3.08759318707825,0.519015505833626,4.02221737812095,5.76528119017451e-05,0.00509182718583251,NA
"ENSG00000182183",137.975601494257,2.71446647877467,0.42664443545363,4.01849019067075,5.85722471498689e-05,0.00513020954203018,"FAM159A"
"ENSG00000223511",51.6116298933885,3.4912291547843,0.61991340846631,4.01867280294468,5.85268780838495e-05,0.00513020954203018,"RP13-297E16.4"
"ENSG00000226979",68.9495434705062,3.31663961385145,0.577488520991989,4.01157690523789,6.03145223176285e-05,0.00526740966771009,"LTA"
"ENSG00000118308",1271.89630422196,2.44788278233212,0.361343184474506,4.00694642805496,6.15088074175459e-05,0.00535609397149008,"LRMP"
"ENSG00000235419",6.02548805828232,3.33682670320468,0.583305818727751,4.00617759703055,6.17092576358308e-05,0.00535797336951104,"AC010149.4"
"ENSG00000235304",39.1765171464053,5.26330523806269,1.06478576789586,4.00390892384624,6.23043590482633e-05,0.00539400888812349,"LINC01281"
"ENSG00000240505",206.286689072777,4.79406530210462,0.947841006389399,4.00284992580909,6.25840037041442e-05,0.0054026047001661,"TNFRSF13B"
"ENSG00000239961",17.3013529837883,3.81902126118737,0.704801631983153,3.99973713632768,6.34128788768556e-05,0.00545842754815003,"LILRA4"
"ENSG00000023892",2167.9313328396,2.3217583307747,0.331313277668477,3.9894517360614,6.62261922864583e-05,0.0056842567047016,"DEF6"
"ENSG00000216863",11.6309971324234,4.46281418958445,0.868247364419084,3.9882806807036,6.65538923011741e-05,0.00569606241109049,"LY86-AS1"
"ENSG00000260101",27.3096793565924,2.71031866403438,0.42934588397466,3.98354503413692,6.78947982302176e-05,0.00576144102262371,"RP11-568N6.1"
"ENSG00000179813",10.0437143030032,5.66275680553576,1.17032252695814,3.98416393612028,6.77181142352602e-05,0.00576144102262371,"FAM216B"
"ENSG00000254887",13.6059949706093,4.73404978566753,0.937079652761515,3.98477309230173,6.75446373826062e-05,0.00576144102262371,"CTC-378H22.1"
"ENSG00000168071",3742.64110246664,2.85427069510646,0.465990802225601,3.97920020363138,6.91474946846242e-05,0.00585116724089808,"CCDC88B"
"ENSG00000253535",7.55278430788985,4.4104989854995,0.857323564089941,3.97807680594874,6.94749316444698e-05,0.00586231430256364,"RP11-624C23.1"
"ENSG00000082074",663.465355628927,2.91121550241582,0.480568355395504,3.97698991404231,6.97931240602885e-05,0.00587262087423017,"FYB"
"ENSG00000147138",225.402165197157,3.37483018969344,0.59815422091144,3.9702640333705,7.17930277253091e-05,0.00602397799863203,"GPR174"
"ENSG00000115232",813.598752013474,2.74903401402248,0.440879327754418,3.96714906759417,7.27375010959407e-05,0.00608617833890755,"ITGA4"
"ENSG00000178562",414.860790497391,3.40785559243641,0.607331220053475,3.96464978735064,7.35037803709176e-05,0.00613316362398562,"CD28"
"ENSG00000110448",569.46477333802,3.14438748512464,0.542456945991063,3.95310171797482,7.71446228724467e-05,0.00641907549484484,"CD5"
"ENSG00000082512",2433.4128744019,2.34629868181093,0.340779352303644,3.95064628390789,7.79404423496581e-05,0.00644946395188953,"TRAF5"
"ENSG00000112182",610.487451974726,2.32470874883568,0.335270530370607,3.95116369867446,7.77721026813332e-05,0.00644946395188953,"BACH2"
"ENSG00000267702",65.4035657951569,2.50630443209051,0.381363451061526,3.9497870807958,7.82207432871083e-05,0.00645482745224608,"RP11-53B2.2"
"ENSG00000115085",2058.04109678924,2.88837351367927,0.479105501198593,3.94145654548959,8.09883086974614e-05,0.00666484831602323,"ZAP70"
"ENSG00000240535",5.62152636338676,4.11446074762919,0.791070140662458,3.93702225319878,8.24989591587154e-05,0.00671537043912859,"CTD-2313F11.1"
"ENSG00000123219",103.685495624826,2.25488281986218,0.31863402106387,3.93832025742989,8.20540275223914e-05,0.00671537043912859,"CENPK"
"ENSG00000141506",1215.0803772476,2.74823364768568,0.443911442743404,3.9382486670798,8.20785081468504e-05,0.00671537043912859,"PIK3R5"
"ENSG00000100351",376.51450573544,2.67299482425695,0.424934510094537,3.93706508771139,8.24842399752152e-05,0.00671537043912859,"GRAP2"
"ENSG00000050730",18.7042758613725,3.5366221773888,0.644547796593515,3.93550670841642,8.3021345027829e-05,0.00673957829351929,"TNIP3"
"ENSG00000187997",7.21897766204301,3.87733044195318,0.732083642378023,3.93033019096938,8.48292864035274e-05,0.00686773317356125,"C17orf99"
"ENSG00000117650",31.9103923739458,3.01923457009485,0.514128159765828,3.92749265283301,8.58360422336568e-05,0.00693050847738326,"NEK2"
"ENSG00000092345",3.87822789507496,4.95656723160763,1.00858272838171,3.9228980630632,8.74901748524184e-05,0.00704507577339837,"DAZL"
"ENSG00000165304",59.8366364654859,3.10673949569362,0.537943498807271,3.91628395986694,8.99243245014373e-05,0.00722167061780309,"MELK"
"ENSG00000157456",122.284872420898,2.51567696843614,0.387643440535209,3.9099770818861,9.23048784009566e-05,0.00739302842914614,"CCNB2"
"ENSG00000113263",1321.37933317512,3.03213533749389,0.519901654908594,3.90869180412816,9.27972566124918e-05,0.00739559760116293,"ITK"
"ENSG00000107317",3397.97797823719,2.47704310518786,0.37789524376253,3.90860464524934,9.28307360386334e-05,0.00739559760116293,"PTGDS"
"ENSG00000139618",113.831263595614,2.43563377568549,0.367900926600956,3.90222930110381,9.53108022774582e-05,0.00757303735337204,"BRCA2"
"ENSG00000116191",1341.29322703558,2.01210155657156,0.259475498552253,3.90056695995804,9.59676775088114e-05,0.00760505761845621,"RALGPS2"
"ENSG00000229613",4.48757245026783,5.91848118054866,1.26213851701082,3.89694246254155,9.74147509274968e-05,0.00769936375734345,"LINC01501"
"ENSG00000105409",64.9023790832322,2.58951397214631,0.40812667359119,3.89465838672061,9.8337219493577e-05,0.00775181949981605,"ATP1A3"
"ENSG00000145287",246.301723752086,2.74238073147807,0.447624580438167,3.89250458447234,9.92146241690722e-05,0.00780045686872587,"PLAC8"
"ENSG00000226397",2.53810323461628,5.13912501369534,1.06353961127317,3.89183907192732,9.94872283633941e-05,0.00780141341786773,"C12orf77"
"ENSG00000188820",121.873990223917,2.79658902612941,0.461941808759357,3.88921070156982,0.000100570775523106,0.00786579002818447,"FAM26F"
"ENSG00000121152",85.8325701646905,2.63798676237878,0.421648392130334,3.88472194593942,0.000102447067902181,0.00799167166408808,"NCAPH"
"ENSG00000235621",85.8838022261385,4.44223846174051,0.886561079259338,3.88268619305538,0.000103308855389231,0.00803796561866085,"LINC00494"
"ENSG00000100628",236.880004749884,2.47992287234806,0.381640189342024,3.87779619043676,0.000105406961145872,0.00817996248996012,"ASB2"
"ENSG00000150275",13.9493072468691,3.96342562567796,0.764443961733954,3.87657666751158,0.000105936439619314,0.00819980891161899,"PCDH15"
"ENSG00000227145",11.8551478310225,4.66560715585999,0.947920942967342,3.86699669740948,0.000110183919508629,0.00850659615690978,"IL21-AS1"
"ENSG00000127152",740.864131609474,2.4713683563047,0.380933235385657,3.86253605520949,0.000112215996981355,0.00864120871356423,"BCL11B"
"ENSG00000272144",61.9575133838549,2.23847316668777,0.321455093447598,3.85270973125724,0.000116817842769446,0.00897250892348395,"CTD-2035E11.5"
