"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000189127",8.88604842322225,4.14943234349683,0.819745480010767,3.8419636585925,0.000122053910936222,0.00935070307441053,"ANKRD34B"
"ENSG00000261218",15.0164715057846,3.69188308029396,0.700997519455029,3.84007504389843,0.000122996707018126,0.0093988937722652,"RP11-960L18.1"
"ENSG00000164691",622.3093234767,2.86711503773905,0.48650307575398,3.83782781813949,0.000124127466179663,0.00943715291728883,"TAGAP"
"ENSG00000106948",5150.21581388033,2.09859914472366,0.286253344895163,3.83785609606067,0.000124113176610917,0.00943715291728883,"AKNA"
"ENSG00000152192",7.11191288536063,4.20416205577543,0.835172090360228,3.83652913304778,0.000124785399196254,0.00946315603271848,"POU4F1"
"ENSG00000221946",32.4274750013396,2.77735079064009,0.463426662535091,3.83523636926158,0.000125443596221171,0.00948904778991204,"FXYD7"
"ENSG00000257027",236.21316312867,2.04860251897574,0.273512437414258,3.83383852262462,0.00012615897670394,0.0095191237963892,"RP11-705C15.3"
"ENSG00000237945",497.760671855376,2.56088722415503,0.407270095261706,3.83256036304858,0.000126816468551747,0.00954469174740596,"LINC00649"
"ENSG00000143228",71.6676611871478,2.69051061383872,0.441173331395732,3.83185132358405,0.000127182593472048,0.00954825711141657,"NUF2"
"ENSG00000160593",925.278881082579,2.5222969436347,0.397606716698554,3.82864996918256,0.000128848107377637,0.00964911264124283,"JAML"
"ENSG00000136541",145.291033017719,3.06143015160416,0.538716691390597,3.82655704667877,0.000129948045061521,0.00970721618408447,"ERMN"
"ENSG00000186081",939.529732145659,4.17727035726236,0.830749701216994,3.82458200419196,0.000130994140869353,0.00976101863119772,"KRT5"
"ENSG00000132185",362.740420424519,5.29149277952239,1.12318514909526,3.82082400482169,0.000133006543888434,0.00986190847073769,"FCRLA"
"ENSG00000150556",26.1634384431081,3.39467842830095,0.626686255663384,3.82117591802941,0.000132816865827262,0.00986190847073769,"LYPD6B"
"ENSG00000154451",1047.45118732463,2.94046010640328,0.50802018719223,3.81965157158022,0.000133640318182204,0.00988443390406894,"GBP5"
"ENSG00000160791",341.112078662666,2.66363354525369,0.435781385049401,3.81758744712121,0.000134763027732033,0.00994292240323408,"CCR5"
"ENSG00000163564",532.351393646031,3.03552630690499,0.533691974939982,3.81404705801301,0.000136709418938542,0.0100210876724323,"PYHIN1"
"ENSG00000166211",5.00347493891828,4.80921227398265,0.998560773959692,3.81470249314682,0.000136347095950543,0.0100210876724323,"SPIC"
"ENSG00000211979",23.3256259131824,5.95578160093056,1.29942165656229,3.8138363909075,0.00013682606770238,0.0100210876724323,"IGHV7-81"
"ENSG00000260396",31.3752574047993,2.80376915075133,0.473051988922583,3.81304633103768,0.000137264368531428,0.0100286686813633,NA
"ENSG00000236320",25.3827063748978,2.9983425279116,0.52529837953202,3.8042046306937,0.000142260545910864,0.0103684054811677,"SLFN14"
"ENSG00000211795",18.8030336224027,3.45094684827515,0.644442069042935,3.8032074037548,0.000142834674341181,0.0103849822084711,"TRAV8-6"
"ENSG00000211745",20.0317106791792,3.56318951368372,0.674349997876685,3.80097801105419,0.000144126093132087,0.0104535039219653,"TRBV4-2"
"ENSG00000102575",687.999924679508,2.45342404266647,0.382455687483354,3.80024167565747,0.000144555039698074,0.010459290372357,"ACP5"
"ENSG00000179583",3243.0118643392,2.57968796009051,0.415782380602938,3.79931433794707,0.000145096963693202,0.0104732037287467,"CIITA"
"ENSG00000253988",8.9528343988735,4.17398625284421,0.838043720161528,3.78737549901626,0.000152246928756393,0.0109628768050427,"RP11-489O18.1"
"ENSG00000184922",2736.55537508817,2.39091301330377,0.367521832079238,3.78457248494529,0.000153973027929775,0.0110605804595597,"FMNL1"
"ENSG00000167769",12.7694377721492,2.93357355950151,0.511154763505126,3.78275563010013,0.00015510167068232,0.0111150013045189,"ACER1"
"ENSG00000113368",452.149267679099,2.1454124431547,0.303039486195817,3.77974651928548,0.000156988096096696,0.0111700199966188,"LMNB1"
"ENSG00000214402",153.230891005742,2.93889720323189,0.512940169568073,3.77996756398423,0.000156848790610554,0.0111700199966188,"LCNL1"
"ENSG00000130812",59.3182636198421,3.14170764994884,0.566577847641486,3.78007657529182,0.000156780132990432,0.0111700199966188,"ANGPTL6"
"ENSG00000123338",1185.44017135742,2.68241536023421,0.445836975361161,3.77361110273846,0.000160901514567525,0.0114213385518251,"NCKAP1L"
"ENSG00000213809",968.056510126713,2.48325546442853,0.393219446932878,3.77208064351333,0.000161891911043034,0.0114644732749269,"KLRK1"
"ENSG00000244167",5.00992703943716,4.08916168434289,0.819193102584197,3.77098107222575,0.00016260700770912,0.0114879549903931,"RP4-733B9.1"
"ENSG00000126860",430.129927568227,2.56722950575918,0.416080904106989,3.76664607841794,0.000165455291300296,0.0116616782374127,"EVI2A"
"ENSG00000134762",138.783110096986,4.03387401580417,0.805736538317013,3.76534248048524,0.000166320950904414,0.0116951739069054,"DSC3"
"ENSG00000211809",5.22597573158232,4.28774790798143,0.873645610140195,3.76325121974097,0.000167718567074068,0.0117658306245989,"TRAV27"
"ENSG00000101082",196.011744120218,2.54336459858359,0.410358684016806,3.76101361734649,0.000169226216002089,0.0118438581783705,"SLA2"
"ENSG00000142583",263.032089094996,2.71897636118477,0.457315752603119,3.75883916396946,0.000170703522646387,0.0119194033120572,"SLC2A5"
"ENSG00000211750",10.1698720774371,4.87669902129375,1.03305141200046,3.75266804368109,0.000174962472205059,0.0121883740811687,"TRBV24-1"
"ENSG00000225460",14.5893943259984,3.78300422607348,0.74298290141414,3.74571772886901,0.000179878758915893,0.012501782420709,"RP13-93L13.1"
"ENSG00000211714",14.9377743966192,3.33377122370507,0.623974017349855,3.74017372328591,0.00018389311317367,0.0127511995488826,"TRBV7-3"
"ENSG00000213186",294.419504526178,1.83890990720179,0.224561592383558,3.73576753841727,0.000187143491531937,0.0129308894679721,"TRIM59"
"ENSG00000131747",341.435250860918,2.68840250288723,0.451989218686184,3.7354928681595,0.000187347889470869,0.0129308894679721,"TOP2A"
"ENSG00000043462",1522.55899027602,2.12898959036193,0.302506603292527,3.73211552433513,0.000189878378911275,0.0130754180236488,"LCP2"
"ENSG00000260831",20.4766816621036,2.35780196270497,0.364088463682825,3.72931882809619,0.000191998093852079,0.0131910617003188,NA
"ENSG00000198846",379.13545135463,2.5377474624425,0.412903562136284,3.72422910203653,0.000195912954579787,0.0134148329908365,"TOX"
"ENSG00000254802",8.5801084594121,3.35280877513206,0.631809193278721,3.72392298206734,0.000196150787847984,0.0134148329908365,"AC022182.3"
"ENSG00000182487",237.057337315656,3.10974204633967,0.566789485716231,3.72226743704263,0.000197441735677458,0.0134723626246429,"NCF1B"
"ENSG00000188848",97.5503436213239,4.33399092472638,0.896146792375102,3.72036250432828,0.000198937025427569,0.0134916309371998,"BEND4"
"ENSG00000177669",10.3013257761312,2.6477611920547,0.442924289619539,3.72018701767312,0.000199075308771234,0.0134916309371998,"MBOAT4"
"ENSG00000126353",614.082187134422,2.67786904820752,0.451009000538875,3.72025623923862,0.000199020751450761,0.0134916309371998,"CCR7"
"ENSG00000170858",5.75002258981555,4.41432103704433,0.917956948497255,3.71947839453011,0.000199634622398458,0.0134989957425414,"LILRP2"
"ENSG00000120280",89.3449690009952,2.74689699615533,0.469835501857604,3.71810344098854,0.000200724082152107,0.0135420943262756,"CXorf21"
"ENSG00000117724",192.170176969501,2.52825416829237,0.411332976031318,3.71536992496321,0.000202906625417849,0.0136279550771114,"CENPF"
"ENSG00000165178",200.837967195781,3.20215185277968,0.592683707337623,3.71555996143693,0.000202754174896346,0.0136279550771114,"NCF1C"
"ENSG00000228863",11.4978094265451,3.3889292058178,0.643210628418009,3.7140698556139,0.000203952455079193,0.0136675521071527,"RP11-404F10.2"
"ENSG00000225885",17.0168364145059,3.6561106358997,0.715358807914482,3.71297676985788,0.000204835694943206,0.0136959916514799,"AC023590.1"
"ENSG00000172543",423.857738728204,2.4319114197626,0.385708910508681,3.71241467529015,0.000205291278635102,0.0136959916514799,"CTSW"
"ENSG00000211746",42.8183237406713,2.95013342649934,0.52598740307426,3.70756678791415,0.000209260237575456,0.0138988701032656,"TRBV19"
"ENSG00000226751",14.9720457298594,3.66000869105657,0.71734769566608,3.70811631113788,0.000208806748742609,0.0138988701032656,"AF127936.5"
"ENSG00000241490",27.4796172596531,3.94613318814912,0.796136856719321,3.70053611170495,0.000215144459055493,0.0142580802455914,"RP11-553L6.2"
"ENSG00000168685",4195.32709941754,3.07527382659917,0.561223564950477,3.69776673005935,0.000217504623803075,0.0143647241737729,"IL7R"
"ENSG00000256582",9.37064178533621,3.42751360169782,0.65652411400383,3.69752389884594,0.000217712728255479,0.0143647241737729,"RP11-75L1.1"
"ENSG00000106462",434.12249950009,2.04906319512439,0.283837382733625,3.69600080518255,0.000219022277222946,0.0143877463030994,"EZH2"
"ENSG00000267731",119.278275504891,2.12329859883957,0.303893619323624,3.69635466957053,0.000218717368392847,0.0143877463030994,"RP11-147L13.8"
"ENSG00000262222",183.487414449356,2.29684645472343,0.351653277969466,3.68785544162064,0.000226152062261195,0.0148235996171424,"RP11-876N24.4"
"ENSG00000158517",394.404567404731,3.06060652216592,0.558990734860696,3.68629816857239,0.000227539742918017,0.0148819934478367,"NCF1"
"ENSG00000213075",6.10444746828065,3.47836761308543,0.672827359184751,3.68351194292755,0.000230042500669567,0.0150129043737622,"RPL31P11"
"ENSG00000136167",4266.19569947556,2.57793623202162,0.428486815222709,3.68257826370101,0.000230886951663525,0.0150352579066976,"LCP1"
"ENSG00000156234",823.309402296187,5.19821569971296,1.14020045264835,3.68199792410337,0.000231413295533692,0.0150368443985071,"CXCL13"
"ENSG00000102245",126.566216267001,2.92506744077994,0.523998451644408,3.67380368155424,0.000238966361694528,0.0154940202696095,"CD40LG"
"ENSG00000250081",2.51044404799873,4.73856206131996,1.018047161064,3.67228769383594,0.000240388839090214,0.0155525867709446,"CTD-2116N20.1"
"ENSG00000105251",7.82951547112797,3.28825961831889,0.623570785047057,3.66960684045872,0.000242923794156122,0.015682720374885,"SHD"
"ENSG00000196664",87.9185717559505,3.27613521405658,0.620370423582766,3.66899376168101,0.000243507020418534,0.0156865651540585,"TLR7"
"ENSG00000230155",10.099561141994,2.70469242324672,0.465114901947148,3.66509956165719,0.000247242381371841,0.015893016167368,"RP3-477O4.14"
"ENSG00000211724",9.96025330316577,3.77989539613471,0.7586929377941,3.66405861667469,0.00024824993321901,0.0159236118834592,"TRBV6-6"
"ENSG00000263391",5.40314818946548,3.24031195071133,0.611774140513023,3.66199190575896,0.000250261768776782,0.0160183574438216,NA
"ENSG00000161270",24.5400603707481,4.92043935101525,1.07128733047443,3.65955914859839,0.000252649523558098,0.0161367089087054,"NPHS1"
"ENSG00000258702",10.8193757292843,3.10359808264005,0.575243361268054,3.656883719619,0.000255300121684305,0.0162713088192625,"RP11-433J8.1"
"ENSG00000123485",95.9632514555492,2.89148649226963,0.517795211232457,3.65296250571246,0.000259232095881806,0.0164868310661136,"HJURP"
"ENSG00000137841",2938.65250631585,2.5628192587188,0.427900062447992,3.65229967431647,0.00025990233052551,0.0164944370993467,"PLCB2"
"ENSG00000211800",5.13297742891844,5.36419532974616,1.19520486815824,3.65142030961704,0.000260794024804818,0.0165160359683474,"TRAV20"
"ENSG00000137101",755.408527704684,2.43360112541498,0.393141541681874,3.64652669184229,0.000265808878617763,0.0167981117278377,"CD72"
"ENSG00000072571",77.7492121924899,2.37026269057847,0.376138195822995,3.64297671918248,0.000269503221804526,0.0169957242297991,"HMMR"
"ENSG00000168078",36.6640549220802,3.22410129375173,0.610670782554507,3.64206272395751,0.000270462148601644,0.0170203648347946,"PBK"
"ENSG00000272282",64.1204822814314,2.86890906607753,0.513702687038447,3.63811425019402,0.000274641595440119,0.0172471467325131,"RP11-222K16.2"
"ENSG00000007038",14.2002197596522,3.27259972044937,0.625218542783867,3.63488854685966,0.000278100835849075,0.0174278463135127,"PRSS21"
"ENSG00000214711",36.8681742240765,2.30958852739982,0.36039789617584,3.63372966739201,0.000279353555399683,0.0174334078166615,"CAPN14"
"ENSG00000124196",7.58948345865674,4.0449670619915,0.837850484617578,3.63426066809679,0.000278778902055881,0.0174334078166615,"GTSF1L"
"ENSG00000211749",24.6758583818195,3.49949867559312,0.688427120342534,3.63073824626413,0.000282611691495644,0.0176000690618545,"TRBV23-1"
"ENSG00000111728",469.831883777851,2.30464646773165,0.359429824253938,3.62976686878914,0.000283677312201635,0.0176297798485477,"ST8SIA1"
"ENSG00000244720",25.1100665971159,2.73532138413478,0.478219192775688,3.62871547263212,0.000284834957125843,0.0176650748254754,"RP11-402J7.2"
"ENSG00000232788",29.081134938653,2.21329893330261,0.335246063866688,3.6191295411751,0.000295595648013984,0.0182945612319399,"AC078883.3"
"ENSG00000259834",615.046916327689,2.63097507312184,0.450861178756062,3.61746619574066,0.000297501170961719,0.0183745310848625,"RP11-284N8.3"
"ENSG00000128886",248.844959658589,2.40815073683415,0.389387213843363,3.61632505324277,0.00029881510741068,0.0184177089351583,"ELL3"
"ENSG00000204261",651.829016077311,1.96755826324946,0.267723022831578,3.6140271128574,0.000301477514843171,0.0185263974264841,"PSMB8-AS1"
"ENSG00000259772",181.695690108243,2.69573617187802,0.469247282775579,3.613736795337,0.000301815454652786,0.0185263974264841,"RP11-16E12.2"
"ENSG00000265975",5.89248161486487,4.03671153171042,0.841095101562404,3.61042589128088,0.000305694638932679,0.0187261409186675,"CTB-41I6.2"
"ENSG00000058335",40.6182285363392,2.6746659821209,0.464031172371309,3.60895147100346,0.00030743710904076,0.0187944461251346,"RASGRF1"
"ENSG00000259078",10.1057481034112,4.10078335658035,0.859486836380667,3.60771477273331,0.000308905806427013,0.0188457707362957,"PTBP1P"
"ENSG00000188263",28.0471664319538,3.8640870504093,0.794826263424104,3.60341269810441,0.000314066265965659,0.0191216564979702,"IL17REL"
"ENSG00000135476",133.052484467705,2.507189657647,0.418352918551355,3.60267513578248,0.000314959056556973,0.0191371167123005,"ESPL1"
"ENSG00000197943",2344.94963675048,1.93459001219569,0.259529984013263,3.60108684840024,0.000316889690007799,0.0191766276044113,"PLCG2"
"ENSG00000248099",30.4320825072316,3.15350654200325,0.598010352930532,3.60111916365671,0.00031685029922097,0.0191766276044113,"INSL3"
"ENSG00000237604",32.9193985359578,2.89163816835409,0.526086838586162,3.59567666326304,0.000323549468213492,0.0195401700006757,"AP001056.1"
"ENSG00000232810",74.053615935728,3.52842052724986,0.70335815675895,3.59478382805814,0.000324661035297034,0.0195678497229832,"TNF"
"ENSG00000211672",31.5262213440905,5.85281890988764,1.35284828659445,3.58711243379974,0.000334360175411946,0.0201119659728209,"IGLV4-3"
"ENSG00000146477",497.416638535357,2.05345040787903,0.29383545520538,3.58517118753658,0.000336857173925588,0.0202215564026873,"SLC22A3"
"ENSG00000160224",54.2398057543018,3.27909831441806,0.636217882291051,3.58226069693439,0.00034063360645187,0.0204073593625315,"AIRE"
"ENSG00000172724",3478.19002121317,3.59562331413027,0.725668338046641,3.57687276410211,0.000347729321010591,0.0207908818580284,"CCL19"
"ENSG00000225963",233.252000711553,2.23361703245087,0.345765758190267,3.5677825326244,0.000360015099588199,0.0214825743190528,"AC009950.2"
"ENSG00000154839",30.0712495373693,2.68816235594806,0.473893180503759,3.56232675505798,0.000367582474962148,0.0218905229373581,"SKA1"
"ENSG00000145649",331.157737295683,2.77258688853511,0.497737785551964,3.56128656491169,0.000369042034408418,0.0219338375807622,"GZMA"
"ENSG00000213886",46.9775648987568,4.26706413301959,0.918589336707326,3.55661012213613,0.000375671045463255,0.0222836161719837,"UBD"
"ENSG00000224298",45.1553876550823,2.83270590694628,0.516990019103418,3.54495413687989,0.000392681405554982,0.0232465839988132,NA
"ENSG00000156127",198.080608486512,2.67156577679869,0.471798215058081,3.54296757267915,0.000395651349774435,0.0233762054881523,"BATF"
"ENSG00000261448",9.84566825498087,4.03010768373852,0.855849784662284,3.54046672446637,0.000399419999271759,0.0235524135397353,"CTD-2576D5.4"
"ENSG00000153283",911.96428159507,2.18848206300494,0.335752221990578,3.53975933787949,0.000400492063597805,0.0235692333302009,"CD96"
"ENSG00000023445",2179.56285676166,2.51572252368675,0.428490142521103,3.537356810051,0.00040415326564182,0.0237380609260798,"BIRC3"
"ENSG00000143297",1784.98931418594,4.37409326023259,0.956049655227121,3.52920294650494,0.000416813352278735,0.0244337455332867,"FCRL5"
"ENSG00000186185",119.013398545254,3.11245959664539,0.598673917223091,3.528564609001,0.00041781993950961,0.0244449146250202,"KIF18B"
"ENSG00000218052",35.4651828242175,2.88317683907633,0.533965526453317,3.52677606658372,0.000420652376424463,0.0245626548456039,"ADAMTS7P4"
"ENSG00000121807",357.438149676258,2.7194761462271,0.487682046380261,3.52581391705852,0.000422183498384576,0.0246040986266731,"CCR2"
"ENSG00000124256",456.255682131236,3.19721017899506,0.62339726670559,3.5245746113172,0.00042416334365276,0.0246714814740163,"ZBP1"
"ENSG00000119866",421.730958330305,2.18289353453274,0.3358030348792,3.52258142919487,0.000427365732998168,0.0248095746743413,"BCL11A"
"ENSG00000088340",1148.34272740516,2.822790713274,0.517694679351367,3.52097633214585,0.000429960991506923,0.0249119564808315,"FER1L4"
"ENSG00000134028",220.40267135951,4.05840711286256,0.868991253005924,3.51949125182013,0.000432375295056578,0.0250034786938606,"ADAMDEC1"
"ENSG00000172116",273.25728553039,2.4363119597934,0.408508047719521,3.51599428165872,0.000438110420140506,0.0252863152896124,"CD8B"
"ENSG00000176749",208.712358145969,2.33906196033281,0.380934965317659,3.51519834682589,0.000439425658010539,0.0252989176101858,"CDK5R1"
"ENSG00000261857",69.282668444208,2.38778174797259,0.39483489514202,3.51484067149995,0.000440017896007571,0.0252989176101858,"MIA"
"ENSG00000211978",17.754217830513,5.225456997609,1.204755005888,3.50731640620534,0.000452650581793091,0.0259753796505978,"IGHV5-78"
"ENSG00000226574",3.38229299417827,-4.16911188971201,0.903845874495902,-3.50625253611906,0.000454463810513586,0.0260295668144063,NA
"ENSG00000271288",99.8095189879145,5.10507914293925,1.17179041731571,3.50325372376998,0.000459611444710738,0.0262688042569821,"IGHV1OR15-3"
"ENSG00000090889",65.3265718955929,2.38052910651796,0.394121567961699,3.50280019857256,0.000460394666496933,0.0262688042569821,"KIF4A"
"ENSG00000258181",10.1881752110111,2.94921912631503,0.557108196253432,3.49881609967971,0.000467328783243664,0.0266137522852927,"RP11-493L12.4"
"ENSG00000107099",3068.13746258078,2.09092417981547,0.311917403803779,3.49747775055779,0.000469679888797543,0.0266864166037233,"DOCK8"
"ENSG00000256084",4.40807813547526,4.28974701484027,0.940713420641366,3.49707673203744,0.00047038651199352,0.0266864166037233,"RP11-134N1.2"
"ENSG00000110324",2290.90291652397,2.32083182992114,0.377940299533289,3.49481606368045,0.000474388559914302,0.0268625884919336,"IL10RA"
"ENSG00000243536",12.9287568399291,3.57537213428842,0.737148952146908,3.49369300029225,0.000476388500089816,0.0269249387173405,NA
"ENSG00000257275",34.0556890897787,6.60393238462921,1.60513313695568,3.49125705251946,0.000480753471762636,0.0271204712742933,"RP11-164H13.1"
"ENSG00000243811",543.11977824628,2.18568380438602,0.339751022530982,3.48986088563693,0.000483272049662933,0.0272113049767916,"APOBEC3D"
"ENSG00000102096",2233.21676504197,2.6142969390913,0.46271779366547,3.48872889953825,0.000485323093389848,0.027275522068467,"PIM2"
"ENSG00000211793",15.7347001767818,4.1041136263324,0.890102945915779,3.48736473750095,0.00048780560262274,0.0273637019224048,"TRAV9-2"
"ENSG00000268804",6.74151033130281,5.23416567729873,1.21493117505007,3.48510744003603,0.000491939470690546,0.0275338299006352,"RP11-542M13.3"
"ENSG00000176160",22.050798697654,2.78866228691963,0.513289192966444,3.48470669445122,0.000492676776055432,0.0275338299006352,"HSF5"
"ENSG00000260303",25.3066564123679,5.89185607994454,1.40508724899218,3.48153190020998,0.000498554393046414,0.0278104224277566,"RP11-203B7.2"
"ENSG00000224478",6.0447515040212,3.54844749777572,0.733216170798987,3.47571098302247,0.000509501047420571,0.0283682228168833,"RP11-13P5.1"
"ENSG00000263413",2.01085936524622,4.80290801727436,1.0944192307826,3.47481834228642,0.000511199403831096,0.0284099779995556,"MIR4538"
"ENSG00000211767",4.5728872365006,3.93455511780554,0.844878150015512,3.4733471539673,0.000514010037347912,0.0285132790162161,"TRBJ2-3"
"ENSG00000125910",476.206390542195,2.17818447912544,0.339478219512655,3.47057458006234,0.000519346096704545,0.0287560301788995,"S1PR4"
"ENSG00000211716",17.3180208707775,3.15602398444421,0.62144750988003,3.46935815200295,0.000521703474883731,0.0288332612364246,"TRBV9"
"ENSG00000144218",408.779900329045,2.77461907457379,0.512542366047727,3.46238514536482,0.000535410378152162,0.0295363128499963,"AFF3"
"ENSG00000257499",60.5275945692922,2.08147141518136,0.312504360218115,3.4606602430332,0.000538852424062918,0.0296715521375087,NA
"ENSG00000265148",44.5530266061951,2.50154373939031,0.43508397133242,3.45115848508947,0.000558185688423796,0.0306797289848345,"TSPOAP1-AS1"
"ENSG00000258760",4.63601813633503,4.75545980233455,1.08870751703872,3.44946621894317,0.000561696004592461,0.0308161242079985,"CTD-2509G16.5"
"ENSG00000258987",2.49274701182363,4.38129787777383,0.982029765731403,3.44317249412036,0.000574932481254793,0.0314751381275587,"RP11-131H24.4"
"ENSG00000172653",29.4773636494265,2.72405390906187,0.500776641919304,3.44276023429162,0.000575809570819634,0.0314751381275587,NA
"ENSG00000260997",137.298227024729,2.56596538288814,0.455475437216179,3.43808964202146,0.000585833726883944,0.03196475280293,"RP4-647J21.1"
"ENSG00000262151",5.15194306198535,5.05616890146375,1.18112607975957,3.43415404246212,0.000594406296099822,0.0323735283630367,"RP11-876N24.2"
"ENSG00000249667",2.05409843935163,4.85801773004446,1.12387123941407,3.43279336168069,0.000597397210249325,0.0324773746515763,"LINC01259"
"ENSG00000081059",1984.6672854817,2.17359616365162,0.342623178111536,3.42532624360157,0.000614061573145747,0.0333228522166319,"TCF7"
"ENSG00000165168",1251.94173322877,2.38169399044645,0.403546229416621,3.4238803134002,0.00061733803424162,0.0334400738077898,"CYBB"
"ENSG00000110665",537.961739851464,2.8252055785382,0.533650058388197,3.42022932415848,0.00062568366750504,0.0338309643684359,"C11orf21"
"ENSG00000171608",2963.43048138003,1.99035605834299,0.289615401089939,3.41955591662558,0.000627234399035884,0.0338520355790346,"PIK3CD"
"ENSG00000162897",20.2807937959303,4.98454936441984,1.16538656551134,3.41907954179268,0.000628333559737715,0.0338520355790346,"FCAMR"
"ENSG00000100368",1198.49830041177,2.23983574731419,0.36319904070709,3.41365369495588,0.000640979934161406,0.0344713715041381,"CSF2RB"
"ENSG00000230937",101.612588744945,3.87214493997913,0.841749328331738,3.4121143234785,0.000644610725227271,0.0345426015638335,"MIR205HG"
"ENSG00000144554",515.101917284118,1.9549267649691,0.279836884257408,3.41244067058261,0.000643839402655818,0.0345426015638335,"FANCD2"
"ENSG00000163219",1357.85679928491,2.04851708772909,0.307753482043837,3.40700316618915,0.000656803650994617,0.0351331310098996,"ARHGAP25"
"ENSG00000163508",310.697409251048,3.03143766758935,0.597316583626607,3.40093967466211,0.00067154645681578,0.0358099745891326,"EOMES"
"ENSG00000113088",335.973356922255,3.48193825217509,0.729806477941303,3.40081696613099,0.000671847962580287,0.0358099745891326,"GZMK"
"ENSG00000267568",4.91779471803465,4.39952544935523,1.00079753701876,3.39681636256015,0.000681747013111583,0.0362730582198179,"RP11-87G24.3"
"ENSG00000253701",86.6854634967289,4.64770918565243,1.07407236039511,3.39614845345295,0.000683412828233683,0.0362972185633688,"AL928768.3"
"ENSG00000211688",2.60060914626631,4.08878806170703,0.909990052349989,3.39430970012303,0.000688018382256232,0.0364771515760804,"TRGJP2"
"ENSG00000258929",32.45707846662,2.77298068403702,0.522663224991929,3.3922047683083,0.000693326045191497,0.0366936072150376,NA
"ENSG00000162511",8626.01277773216,2.24419057822871,0.367013124581762,3.39004382921335,0.0006988145005355,0.036918850729349,"LAPTM5"
"ENSG00000211689",93.759203610665,2.79041154477615,0.52861782683746,3.38696777497568,0.000706696881077635,0.0371542548575382,"TRGC1"
"ENSG00000255776",2.38297262039971,4.38470215180248,0.999196316355635,3.38742456952553,0.000705521146045984,0.0371542548575382,"VDAC2P2"
"ENSG00000255002",1.50873610779784,4.25432836000717,0.960870723359954,3.3868534870409,0.000706991329287157,0.0371542548575382,"CTD-2509G16.2"
"ENSG00000137804",263.35772660667,2.42861443294042,0.422492459092163,3.38139628813773,0.000721184514085355,0.0378337690357737,"NUSAP1"
"ENSG00000240487",10.2230042382123,4.13779048390601,0.928134890194356,3.3807483341661,0.000722887194128422,0.0378567935316729,"RP11-553L6.3"
"ENSG00000140368",920.79599622285,2.53470855491068,0.454283977509944,3.37830218737371,0.000729348846558021,0.0381285247794861,"PSTPIP1"
"ENSG00000231682",4.18578560374408,5.24120049042954,1.25578634748925,3.3773264846438,0.000731941163831808,0.0381856079667468,"AC097713.4"
"ENSG00000211815",4.57950824106521,3.92045397252396,0.864824498706877,3.37693251855231,0.000732990304819877,0.0381856079667468,"TRAV36DV7"
"ENSG00000124772",1035.719235003,2.31283498280281,0.38893226342807,3.37548490123037,0.000736857351896761,0.0383204200973393,"CPNE5"
"ENSG00000152213",110.645991102118,2.18496885901722,0.352066117760193,3.36575659866353,0.000763340327338616,0.0396288726263921,"ARL11"
"ENSG00000139626",1276.15234316346,2.23834915047979,0.368429314505906,3.36115803418227,0.000776164022433945,0.0402249018892886,"ITGB7"
"ENSG00000253467",2.37261746496006,4.98705131963917,1.18673544056314,3.35967999552384,0.000780328008746266,0.0403708557892822,"IGHV7-40"
"ENSG00000253464",2.60649109015005,4.84919109430108,1.14600417938447,3.35879324311759,0.000782836143771755,0.0404307873908326,NA
"ENSG00000179840",5.07748783135029,3.54760849096854,0.758798323377546,3.35742503967152,0.000786720723310767,0.0405614789445336,"PIK3CD-AS1"
"ENSG00000177602",80.5676914158416,2.40056872563062,0.417307732678328,3.35620122982531,0.000790210494505899,0.0406714009672237,"GSG2"
"ENSG00000035720",203.54518455685,3.94731370059632,0.878678158971343,3.35425851946371,0.000795779775026762,0.0408177793851484,"STAP1"
"ENSG00000253239",35.4652517557063,5.03044923343293,1.20157924872781,3.35429330832753,0.00079567972425207,0.0408177793851484,"IGLVI-70"
"ENSG00000163154",140.874857345122,2.46990930262456,0.438767544494457,3.3500866713334,0.000807862780145853,0.0413667172295197,"TNFAIP8L2"
"ENSG00000236935",15.7522834823861,2.55058242040468,0.463216231455827,3.34742678496261,0.000815655301939158,0.0416944617228455,"AP003774.1"
"ENSG00000224187",6.69148292868505,5.58462206370141,1.37012165889083,3.34614231805725,0.000819443251967369,0.0417866047953257,"RP11-132N15.3"
"ENSG00000104970",19.2981773626001,2.89142993708378,0.565302842828757,3.34587020227799,0.000820247825726975,0.0417866047953257,"KIR3DX1"
"ENSG00000089685",50.0067053598369,2.82141745267217,0.544675311762749,3.34404261279524,0.000825670540312777,0.0419914448812721,"BIRC5"
"ENSG00000255582",2.87256423736787,4.75345292826336,1.12282678332733,3.34286016685546,0.000829196723531087,0.0420993014463961,"OR10G2"
"ENSG00000237649",159.41546418133,2.25698337026892,0.376173132602987,3.34150225341993,0.000833263401206088,0.0422341881271208,"KIFC1"
"ENSG00000269974",15.7154106553089,2.50075477623625,0.449315146355186,3.34009389269485,0.000837500697101721,0.0423772523339224,"RP11-932O9.10"
"ENSG00000122043",5.09111607558628,3.8252573393104,0.846230012064638,3.33863996671226,0.000841896044388496,0.0425278178914964,"LINC00544"
"ENSG00000117215",170.277198519225,5.12204668899375,1.2356874875477,3.33583266848013,0.000850443354896044,0.0428151776401865,"PLA2G2D"
