"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000152266",8.06977557714976,23.0338122138696,3.5936101588943,6.13138633285952,8.71165670171971e-10,3.7831240392888e-05,"PTH"
