"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrezid"
"ENSG00000156738",5847.26271639023,4.45982505215397,0.849448419834606,4.0730254731978,4.64063465812105e-05,0.0100000903550761,"MS4A1",931
"ENSG00000152192",7.11191288536063,4.56631834010563,0.875972714065094,4.07126647079627,4.67582235649886e-05,0.0100000903550761,"POU4F1",5457
"ENSG00000102879",4790.72720225835,2.87933599415086,0.461478557339366,4.0724232237053,4.65265390243995e-05,0.0100000903550761,"CORO1A",11151
"ENSG00000167077",475.034611972735,2.78834496382097,0.438921618492238,4.07440620027831,4.61319017352732e-05,0.0100000903550761,"MEI1",150365
"ENSG00000211976",182.985561938817,5.33383813028874,1.06524249352985,4.06840522849203,4.73360066399248e-05,0.0100538413551018,"IGHV3-73",NA
"ENSG00000186517",2110.79505209629,2.77887756421026,0.437806298167581,4.06316120086821,4.84125711704831e-05,0.0102120681803929,"ARHGAP30",257106
"ENSG00000232788",29.081134938653,2.37797920063951,0.339668000355654,4.05684138392984,4.97408376439631e-05,0.0102947903357498,"AC078883.3",NA
"ENSG00000168918",3620.76463009733,2.37540644332886,0.338879871349435,4.05868438822266,4.9349958435599e-05,0.0102947903357498,"INPP5D",3635
"ENSG00000181847",568.074632014223,3.40605179329949,0.593130807742298,4.05652810795299,4.98075708681601e-05,0.0102947903357498,"TIGIT",201633
"ENSG00000104814",1336.29447966696,2.86043926792015,0.458890143114907,4.05421492667426,5.03029519513123e-05,0.0103278667416304,"MAP4K1",11184
"ENSG00000146285",372.68323058906,2.97643846621781,0.48801377392098,4.04996451296441,5.1225400485841e-05,0.0104476070116718,"SCML4",256380
"ENSG00000129173",44.9784495093346,3.30448175421904,0.569253030687942,4.04825557350845,5.16007839161881e-05,0.0104549298833345,"E2F8",79733
"ENSG00000264198",1648.13012908301,3.24960078288431,0.556808474005693,4.04016980327298,5.34125160691638e-05,0.0107512761920395,NA,NA
"ENSG00000110934",1008.21659169351,2.57851006023361,0.391672366047643,4.03017980605147,5.57342027472988e-05,0.0111457548182374,"BIN2",51411
"ENSG00000214215",8.64189361797176,4.77794549864437,0.938457247597227,4.02569803613027,5.68065487046606e-05,0.0112869114868221,"C12orf74",338809
"ENSG00000035720",203.54518455685,4.53988454549099,0.880641300978207,4.01966673781814,5.82805231261554e-05,0.0115055466071552,"STAP1",26228
"ENSG00000134061",332.793851427401,3.67243279269788,0.665354920676012,4.01655223347961,5.90557792258396e-05,0.0115843365147655,"CD180",4064
"ENSG00000236320",25.3827063748978,3.12588205906968,0.529494249416967,4.01492945657203,5.94635774160096e-05,0.0115905050232965,"SLFN14",342618
"ENSG00000102575",687.999924679508,2.5313122165974,0.382581795984594,4.00257469819359,6.26568760698191e-05,0.0121361246058001,"ACP5",54
"ENSG00000007968",159.08576455049,2.61852601984919,0.405119950381399,3.99517727607694,6.46458623526355e-05,0.0124431163929632,"E2F2",1870
"ENSG00000245954",38.7918131980304,3.82424766329589,0.708230086222885,3.98775442929585,6.67016540466716e-05,0.0125256758516789,"RP11-18H21.1",100996286
"ENSG00000204282",1032.11956134914,2.44532368534174,0.362099480531053,3.99150996632758,6.56539287306345e-05,0.0125256758516789,"TNRC6C-AS1",100131096
"ENSG00000015285",1081.68582818494,2.69140809749722,0.424126466131271,3.98798054958853,6.66381256163329e-05,0.0125256758516789,"WAS",7454
"ENSG00000078589",214.766031029439,3.43968148334005,0.611737758815887,3.98811655514354,6.65999424769646e-05,0.0125256758516789,"P2RY10",27334
"ENSG00000113263",1321.37933317512,3.06729332932462,0.519951549638343,3.97593454767574,7.01034061745184e-05,0.0130846945451918,"ITK",3702
"ENSG00000143869",49.0776105034299,3.29191516491961,0.576762644812709,3.97375798438516,7.0747450703421e-05,0.0131253568633329,"GDF7",151449
"ENSG00000253435",3.72016879831011,5.57090789627296,1.15188393808538,3.96820178243872,7.24170056264509e-05,0.0133546498339989,"IGKV2-4",NA
"ENSG00000006074",330.996819940003,4.1231673002868,0.787468904023778,3.96608333907302,7.30633248075073e-05,0.0133936381791476,NA,NA
"ENSG00000242258",60.1458517230149,3.56598574568193,0.647472673631581,3.96307960193855,7.3989097604618e-05,0.01348309017118,"LINC00996",285972
"ENSG00000260719",81.2495764575674,3.59906684967071,0.65636040443319,3.9598166374999,7.50073328335143e-05,0.0135882401721985,"AC009133.17",NA
